what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1412160523097
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1412160523316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412160526432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412160590072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412160598721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412197921421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1412197921426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1412197930579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412197940843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412197942783
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412197943015
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1412197943411
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1412197943416
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1412197943436
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1412197943443
